recordingId,trackId,frame,trackLifetime,xCenter,yCenter,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,lonVelocity,latVelocity,lonAcceleration,latAcceleration
4,25,2040,12,136.977160,-62.459560,39.631770,1.883530,4.669080,5.885080,5.159160,-1.328340,1.025500,7.823220,-0.219570,-0.368920,-1.637080
4,25,2041,13,137.210460,-62.251290,40.077500,1.883530,4.669080,5.832010,5.199400,-1.345220,1.043570,7.810000,-0.223660,-0.357460,-1.664600
4,25,2042,14,137.441920,-62.041670,40.528850,1.883530,4.669080,5.778560,5.240040,-1.362320,1.062570,7.797300,-0.227760,-0.344980,-1.692920
4,25,2043,15,137.671670,-61.830420,40.988830,1.883530,4.669080,5.724550,5.281130,-1.379840,1.082840,7.785060,-0.231590,-0.331310,-1.722420
4,25,2044,16,137.899460,-61.617730,41.452750,1.883530,4.669080,5.669870,5.322790,-1.397860,1.104630,7.773280,-0.235980,-0.316420,-1.753310
4,25,2045,17,138.124960,-61.404170,41.921700,1.883530,4.669080,5.614540,5.365420,-1.416420,1.128040,7.762260,-0.241030,-0.300240,-1.785660
4,25,2046,18,138.349000,-61.188830,42.397520,1.883530,4.669080,5.558240,5.409060,-1.435460,1.152960,7.751840,-0.246750,-0.282660,-1.819330
4,25,2047,19,138.570090,-60.971730,42.879490,1.883530,4.669080,5.501210,5.453770,-1.454870,1.179320,7.742270,-0.253110,-0.263630,-1.854170
4,25,2048,20,138.788620,-60.753020,43.372920,1.883530,4.669080,5.443540,5.499690,-1.474730,1.207020,7.733780,-0.259400,-0.243070,-1.890150
4,25,2049,21,139.005030,-60.532990,43.891900,1.883530,4.669080,5.385140,5.547080,-1.495160,1.235790,7.726590,-0.263980,-0.220710,-1.927160
4,25,2050,22,139.219350,-60.311360,44.420780,1.883530,4.669080,5.325880,5.596120,-1.516150,1.265200,7.720700,-0.269150,-0.197320,-1.964820
4,25,2051,23,139.430980,-60.088480,44.961950,1.883530,4.669080,5.265860,5.647130,-1.537730,1.294610,7.716470,-0.274720,-0.173240,-2.002650
4,25,2052,24,139.639900,-59.863680,45.516120,1.883530,4.669080,5.205170,5.700170,-1.560020,1.323180,7.714080,-0.280540,-0.149100,-2.040160
4,25,2053,25,139.847050,-59.635750,46.077820,1.883530,4.669080,5.143510,5.754800,-1.583100,1.350280,7.713030,-0.287210,-0.125580,-2.076950
4,25,2054,26,140.052600,-59.404420,46.660250,1.883530,4.669080,5.080490,5.810490,-1.606700,1.375690,7.712810,-0.292850,-0.102180,-2.112720
4,25,2055,27,140.254800,-59.171650,47.255950,1.883530,4.669080,5.016430,5.867500,-1.630560,1.399270,7.713820,-0.298390,-0.079080,-2.147190
4,25,2056,28,140.454700,-58.935710,47.871980,1.883530,4.669080,4.951190,5.925400,-1.654500,1.420890,7.715760,-0.302660,-0.056020,-2.180180
4,25,2057,29,140.650860,-58.697510,48.508180,1.883530,4.669080,4.885220,5.984150,-1.678550,1.440600,7.718950,-0.305300,-0.032980,-2.211730
4,25,2058,30,140.845150,-58.456560,49.162780,1.883530,4.669080,4.818190,6.043510,-1.702760,1.458470,7.723020,-0.306620,-0.010020,-2.241970
4,25,2059,31,141.036500,-58.214420,49.828050,1.883530,4.669080,4.750210,6.103900,-1.727090,1.474450,7.728340,-0.307840,0.012530,-2.270840
4,25,2060,32,141.225860,-57.969340,50.501360,1.883530,4.669080,4.680950,6.165020,-1.751400,1.488330,7.734540,-0.309320,0.034460,-2.298120
4,25,2061,33,141.411710,-57.722450,51.190610,1.883530,4.669080,4.610730,6.227070,-1.775540,1.499890,7.742040,-0.309860,0.055980,-2.323590
4,25,2062,34,141.594740,-57.472190,51.891330,1.883530,4.669080,4.539520,6.289580,-1.799500,1.508930,7.750490,-0.309760,0.076720,-2.347160
4,25,2063,35,141.774700,-57.219060,52.607030,1.883530,4.669080,4.467430,6.352320,-1.823320,1.515520,7.759820,-0.308300,0.096800,-2.368940
4,25,2064,36,141.952580,-56.963510,53.321560,1.883530,4.669080,4.394130,6.415230,-1.846890,1.519770,7.769730,-0.307870,0.115660,-2.389000
4,25,2065,37,142.126510,-56.705340,54.044400,1.883530,4.669080,4.320040,6.478170,-1.870180,1.521810,7.780440,-0.306760,0.133770,-2.407400
4,25,2066,38,142.297330,-56.444520,54.764710,1.883530,4.669080,4.245200,6.541000,-1.893340,1.521790,7.791830,-0.306300,0.150650,-2.424430
4,25,2067,39,142.465210,-56.181600,55.487690,1.883530,4.669080,4.169610,6.603800,-1.916550,1.519830,7.803990,-0.305830,0.166460,-2.440360
4,25,2068,40,142.630650,-55.916760,56.214970,1.883530,4.669080,4.093010,6.666730,-1.939860,1.515830,7.816950,-0.305410,0.181140,-2.455200
4,25,2069,41,142.792890,-55.649300,56.934310,1.883530,4.669080,4.015450,6.729680,-1.963230,1.509610,7.830610,-0.306590,0.193990,-2.468920
4,25,2070,42,142.952790,-55.379380,57.640400,1.883530,4.669080,3.936610,6.792560,-1.986460,1.500980,7.844710,-0.310320,0.204680,-2.481340
4,25,2071,43,143.109790,-55.106340,58.348130,1.883530,4.669080,3.856390,6.855050,-2.009150,1.489880,7.859040,-0.314470,0.213950,-2.492120
4,25,2072,44,143.263280,-54.831960,59.060780,1.883530,4.669080,3.774930,6.917490,-2.030910,1.476130,7.874030,-0.318670,0.221950,-2.500860
4,25,2073,45,143.413850,-54.554000,59.782590,1.883530,4.669080,3.692120,6.979360,-2.051350,1.459550,7.889200,-0.322150,0.228820,-2.507180
4,25,2074,46,143.560820,-54.273590,60.496440,1.883530,4.669080,3.608120,7.040530,-2.070020,1.440160,7.904470,-0.327060,0.233970,-2.510830
4,25,2075,47,143.704670,-53.990900,61.206250,1.883530,4.669080,3.522910,7.100970,-2.086510,1.417960,7.919830,-0.332910,0.237650,-2.511500
4,25,2076,48,143.845150,-53.706170,61.917460,1.883530,4.669080,3.436540,7.160690,-2.100340,1.392840,7.935390,-0.338890,0.240140,-2.508740
4,25,2077,49,143.982120,-53.419290,62.630440,1.883530,4.669080,3.349140,7.219670,-2.111030,1.364590,7.951190,-0.344850,0.241340,-2.502060
4,25,2078,50,144.115570,-53.129990,63.349310,1.883530,4.669080,3.260850,7.277750,-2.118090,1.332950,7.967200,-0.350030,0.241260,-2.490960
4,25,2079,51,144.245500,-52.837200,64.072720,1.883530,4.669080,3.171790,7.334330,-2.121070,1.297940,7.982930,-0.354240,0.239900,-2.475080
4,25,2080,52,144.371220,-52.541180,64.796430,1.883530,4.669080,3.082400,7.388850,-2.119600,1.259990,7.998040,-0.357480,0.237440,-2.454370
4,25,2081,53,144.491960,-52.242600,65.525430,1.883530,4.669080,2.993410,7.441060,-2.113760,1.219840,8.012580,-0.358310,0.234520,-2.429190
4,25,2082,54,144.609250,-51.941540,66.255390,1.883530,4.669080,2.904960,7.490680,-2.103870,1.178370,8.026300,-0.357150,0.231470,-2.400250
4,25,2083,55,144.722910,-51.638060,66.978010,1.883530,4.669080,2.817240,7.537470,-2.090240,1.136650,8.038930,-0.354920,0.228670,-2.368290
4,25,2084,56,144.832080,-51.333100,67.703310,1.883530,4.669080,2.730810,7.581590,-2.073420,1.095790,8.050800,-0.349840,0.227200,-2.334140
4,25,2085,57,144.936240,-51.026530,68.425110,1.883530,4.669080,2.646420,7.623090,-2.054470,1.056760,8.062130,-0.342130,0.227260,-2.299120
4,25,2086,58,145.038830,-50.718040,69.067370,1.883530,4.669080,2.563440,7.661940,-2.034380,1.020610,8.072100,-0.343130,0.226430,-2.264750
4,25,2087,59,145.135670,-50.410320,69.696450,1.883530,4.669080,2.482890,7.699180,-2.014300,0.987960,8.082350,-0.342950,0.227630,-2.231970
4,25,2088,60,145.227650,-50.100930,70.324610,1.883530,4.669080,2.405420,7.734860,-1.996190,0.959030,8.093140,-0.339270,0.230930,-2.202540
4,25,2089,61,145.321300,-49.792440,70.945760,1.883530,4.669080,2.329080,7.770050,-1.981390,0.933600,8.104680,-0.335170,0.235590,-2.177620
4,25,2090,62,145.414430,-49.483690,71.571070,1.883530,4.669080,2.252700,7.805340,-1.969780,0.910780,8.117190,-0.330310,0.241370,-2.156680
4,25,2091,63,145.504810,-49.173090,72.194290,1.883530,4.669080,2.176050,7.840650,-1.960670,0.889550,8.130490,-0.325780,0.247380,-2.138770
4,25,2092,64,145.591900,-48.860800,72.808250,1.883530,4.669080,2.099120,7.875940,-1.953380,0.869020,8.144490,-0.322570,0.252830,-2.122960
4,25,2093,65,145.675310,-48.546330,73.423260,1.883530,4.669080,2.022070,7.910910,-1.947380,0.848530,8.159020,-0.318950,0.257680,-2.108530
4,25,2094,66,145.754810,-48.229850,74.043970,1.883530,4.669080,1.945190,7.945310,-1.942440,0.827710,8.173940,-0.313910,0.261850,-2.095140
4,25,2095,67,145.831070,-47.911920,74.673030,1.883530,4.669080,1.868510,7.979100,-1.938510,0.806320,8.189210,-0.307040,0.265240,-2.082700
4,25,2096,68,145.906900,-47.592240,75.313050,1.883530,4.669080,1.790930,8.012090,-1.935080,0.784220,8.204370,-0.298950,0.267980,-2.070680
4,25,2097,69,145.980900,-47.270480,75.972820,1.883530,4.669080,1.711930,8.043930,-1.930820,0.761520,8.219010,-0.288830,0.270820,-2.057820
4,25,2098,70,146.050720,-46.947810,76.607770,1.883530,4.669080,1.631930,8.074740,-1.924380,0.738410,8.233150,-0.282680,0.272610,-2.043080
4,25,2099,71,146.115700,-46.624860,77.224980,1.883530,4.669080,1.551700,8.104880,-1.914930,0.714820,8.247370,-0.278890,0.273690,-2.025590
4,25,2100,72,146.176440,-46.299180,77.821290,1.883530,4.669080,1.471770,8.133710,-1.902190,0.690810,8.261150,-0.277250,0.273970,-2.005110
4,25,2101,73,146.233000,-45.971820,78.400870,1.883530,4.669080,1.392660,8.161000,-1.886270,0.666850,8.274350,-0.276650,0.273970,-1.981830
4,25,2102,74,146.285440,-45.644000,78.960180,1.883530,4.669080,1.314890,8.186990,-1.867680,0.643410,8.287270,-0.277170,0.273860,-1.956330
4,25,2103,75,146.338150,-45.315110,79.508490,1.883530,4.669080,1.237230,8.211680,-1.846450,0.620830,8.299690,-0.278720,0.274230,-1.928630
4,25,2104,76,146.387250,-44.985790,80.048530,1.883530,4.669080,1.159970,8.235330,-1.822050,0.599370,8.311890,-0.280660,0.275470,-1.898210
4,25,2105,77,146.432960,-44.653530,80.588950,1.883530,4.669080,1.083390,8.257170,-1.794090,0.579560,8.323190,-0.281380,0.278390,-1.864710
4,25,2106,78,146.474660,-44.323820,81.116530,1.883530,4.669080,1.008000,8.278640,-1.762470,0.561680,8.334990,-0.282520,0.282770,-1.828070
4,25,2107,79,146.512980,-43.993310,81.626910,1.883530,4.669080,0.934110,8.299830,-1.727350,0.545290,8.347380,-0.284450,0.287950,-1.788340
4,25,2108,80,146.548790,-43.662040,82.130820,1.883530,4.669080,0.861700,8.320820,-1.688860,0.529960,8.360440,-0.285640,0.293740,-1.745520
4,25,2109,81,146.581250,-43.329400,82.651960,1.883530,4.669080,0.791080,8.341450,-1.647190,0.515310,8.374120,-0.282250,0.300410,-1.699570
4,25,2110,82,146.611550,-42.995520,83.174480,1.883530,4.669080,0.722150,8.361570,-1.602470,0.501200,8.388130,-0.276710,0.307200,-1.650680
4,25,2111,83,146.638500,-42.660180,83.699870,1.883530,4.669080,0.655270,8.380930,-1.554830,0.487680,8.402220,-0.268390,0.314110,-1.598960
4,25,2112,84,146.661350,-42.323920,84.233650,1.883530,4.669080,0.591130,8.399500,-1.504830,0.474970,8.416390,-0.255770,0.321370,-1.544940
4,25,2113,85,146.681580,-41.986880,84.757370,1.883530,4.669080,0.529890,8.417290,-1.453340,0.463330,8.430500,-0.241450,0.328600,-1.489590
4,25,2114,86,146.699730,-41.649550,85.257410,1.883530,4.669080,0.471450,8.434500,-1.401160,0.452960,8.444610,-0.227520,0.335560,-1.433820
4,25,2115,87,146.716360,-41.311200,85.727310,1.883530,4.669080,0.415550,8.451060,-1.348910,0.444030,8.458540,-0.215240,0.342300,-1.378240
4,25,2116,88,146.730200,-40.972380,86.165210,1.883530,4.669080,0.362420,8.467090,-1.297140,0.436740,8.472380,-0.204670,0.349010,-1.323450
4,25,2117,89,146.743800,-40.632240,86.573800,1.883530,4.669080,0.311300,8.482390,-1.246170,0.431400,8.485840,-0.196190,0.356160,-1.269720
4,25,2118,90,146.754580,-40.291720,86.957020,1.883530,4.669080,0.262490,8.497130,-1.196100,0.428410,8.499080,-0.188950,0.364310,-1.217160
4,25,2119,91,146.763950,-39.952140,87.237410,1.883530,4.669080,0.215750,8.512000,-1.147100,0.427820,8.512510,-0.194760,0.372030,-1.166390
4,25,2120,92,146.771580,-39.611970,87.496570,1.883530,4.669080,0.171010,8.527110,-1.099230,0.429350,8.526440,-0.201610,0.380930,-1.116930
4,25,2121,93,146.777260,-39.271420,87.750060,1.883530,4.669080,0.128290,8.542630,-1.052550,0.432720,8.541080,-0.207180,0.391060,-1.068720
4,25,2122,94,146.781460,-38.929840,88.003590,1.883530,4.669080,0.087480,8.558480,-1.007130,0.437640,8.556330,-0.210730,0.402290,-1.021770
4,25,2123,95,146.784920,-38.587990,88.260850,1.883530,4.669080,0.048170,8.574850,-0.962860,0.443860,8.572360,-0.212090,0.414430,-0.975890
4,25,2124,96,146.785310,-38.245620,88.519880,1.883530,4.669080,0.010950,8.591870,-0.919720,0.451010,8.589290,-0.210990,0.427100,-0.931060
4,25,2125,97,146.784440,-37.902260,88.780760,1.883530,4.669080,-0.024330,8.609440,-0.877980,0.458760,8.606980,-0.207510,0.439980,-0.887540
4,25,2126,98,146.782660,-37.558310,89.038040,1.883530,4.669080,-0.057890,8.627650,-0.837770,0.466820,8.625460,-0.202730,0.452690,-0.845490
4,25,2127,99,146.779580,-37.213890,89.291500,1.883530,4.669080,-0.089800,8.646590,-0.799150,0.474820,8.644820,-0.196720,0.464900,-0.804960
4,25,2128,100,146.775730,-36.868370,89.526860,1.883530,4.669080,-0.120330,8.666150,-0.762040,0.482400,8.664860,-0.191890,0.476090,-0.766000
4,25,2129,101,146.770610,-36.522050,89.758640,1.883530,4.669080,-0.149490,8.686290,-0.726320,0.489270,8.685590,-0.186080,0.486210,-0.728370
4,25,2130,102,146.763830,-36.176200,89.984400,1.883530,4.669080,-0.177130,8.707510,-0.691960,0.494900,8.707460,-0.179500,0.494710,-0.692090
4,25,2131,103,146.755880,-35.829620,90.187160,1.883530,4.669080,-0.203280,8.729800,-0.659070,0.498450,8.730420,-0.174760,0.500600,-0.657440
4,25,2132,104,146.747180,-35.478640,90.382090,1.883530,4.669080,-0.228090,8.751680,-0.627720,0.499790,8.753010,-0.169720,0.503960,-0.624380
4,25,2133,105,146.737980,-35.127160,90.557470,1.883530,4.669080,-0.251820,8.773200,-0.597840,0.499390,8.775240,-0.166440,0.505180,-0.592950
4,25,2134,106,146.728250,-34.773900,90.713400,1.883530,4.669080,-0.274680,8.793940,-0.569180,0.497840,8.796680,-0.165160,0.504890,-0.562930
4,25,2135,107,146.717230,-34.419770,90.862890,1.883530,4.669080,-0.296560,8.813820,-0.541480,0.495930,8.817290,-0.163790,0.504030,-0.533950
4,25,2136,108,146.705670,-34.065890,91.014510,1.883530,4.669080,-0.317630,8.833260,-0.514520,0.494240,8.837500,-0.161180,0.503270,-0.505690
4,25,2137,109,146.693300,-33.711070,91.147750,1.883530,4.669080,-0.337920,8.852180,-0.488000,0.493170,8.857180,-0.160540,0.502840,-0.478020
4,25,2138,110,146.679910,-33.355890,91.271080,1.883530,4.669080,-0.357360,8.870790,-0.461660,0.493080,8.876540,-0.160490,0.503190,-0.450610
4,25,2139,111,146.665340,-33.000520,91.374030,1.883530,4.669080,-0.375780,8.889340,-0.435390,0.494130,8.895790,-0.162510,0.504430,-0.423420
4,25,2140,112,146.649470,-32.644210,91.471570,1.883530,4.669080,-0.392950,8.907790,-0.409270,0.496430,8.914950,-0.164060,0.506780,-0.396390
4,25,2141,113,146.633020,-32.287540,91.574290,1.883530,4.669080,-0.408920,8.926350,-0.383470,0.500030,8.934220,-0.163530,0.510380,-0.369580
4,25,2142,114,146.616000,-31.929950,91.676760,1.883530,4.669080,-0.423710,8.945000,-0.358140,0.504960,8.953570,-0.161790,0.515230,-0.343210
4,25,2143,115,146.598860,-31.572340,91.765720,1.883530,4.669080,-0.437530,8.964090,-0.333340,0.511130,8.973310,-0.161110,0.521160,-0.317440
4,25,2144,116,146.581510,-31.214100,91.837670,1.883530,4.669080,-0.450520,8.983710,-0.308970,0.518260,8.993540,-0.162200,0.527900,-0.292190
4,25,2145,117,146.563440,-30.855400,91.919160,1.883530,4.669080,-0.462620,9.004040,-0.284900,0.526000,9.014490,-0.160820,0.535240,-0.267130
4,25,2146,118,146.544500,-30.495670,91.994330,1.883530,4.669080,-0.473670,9.025030,-0.261130,0.533960,9.036040,-0.159300,0.542730,-0.242390
4,25,2147,119,146.524870,-30.134950,92.060370,1.883530,4.669080,-0.483580,9.046620,-0.237800,0.541840,9.058150,-0.158020,0.550040,-0.218170
4,25,2148,120,146.504740,-29.773440,92.123050,1.883530,4.669080,-0.492320,9.068830,-0.215130,0.549340,9.080840,-0.156020,0.556930,-0.194630
4,25,2149,121,146.484200,-29.410390,92.190900,1.883530,4.669080,-0.499880,9.091400,-0.193360,0.556260,9.103870,-0.151960,0.563250,-0.171960
4,25,2150,122,146.463380,-29.045750,92.255800,1.883530,4.669080,-0.506310,9.114040,-0.172770,0.562700,9.126900,-0.147180,0.569060,-0.150490
4,25,2151,123,146.442570,-28.680930,92.323120,1.883530,4.669080,-0.511740,9.137000,-0.153580,0.568710,9.150240,-0.140950,0.574470,-0.130400
4,25,2152,124,146.421770,-28.315710,92.384740,1.883530,4.669080,-0.516320,9.160500,-0.135900,0.574120,9.174050,-0.134710,0.579270,-0.111890
4,25,2153,125,146.400500,-27.949290,92.427150,1.883530,4.669080,-0.519990,9.184390,-0.119890,0.578690,9.198170,-0.130570,0.583250,-0.095270
4,25,2154,126,146.379200,-27.581530,92.451330,1.883530,4.669080,-0.522860,9.208500,-0.105720,0.582310,9.222440,-0.128520,0.586300,-0.080720
4,25,2155,127,146.358010,-27.213200,92.461410,1.883530,4.669080,-0.525080,9.232950,-0.093530,0.584880,9.246980,-0.128070,0.588360,-0.068320
4,25,2156,128,146.337780,-26.843690,92.455520,1.883530,4.669080,-0.527150,9.257610,-0.083160,0.586240,9.271690,-0.130040,0.589260,-0.057970
4,25,2157,129,146.316830,-26.473430,92.445380,1.883530,4.669080,-0.528900,9.282520,-0.074430,0.586230,9.296640,-0.132360,0.588870,-0.049350
4,25,2158,130,146.296350,-26.102030,92.411150,1.883530,4.669080,-0.530580,9.307590,-0.067130,0.584680,9.321670,-0.138540,0.586990,-0.042470
4,25,2159,131,146.275120,-25.729140,92.370650,1.883530,4.669080,-0.532000,9.332550,-0.061100,0.581540,9.346560,-0.145520,0.583570,-0.037000
4,25,2160,132,146.254230,-25.354150,92.314510,1.883530,4.669080,-0.533350,9.356890,-0.056260,0.577080,9.370790,-0.155040,0.578880,-0.032910
4,25,2161,133,146.233010,-24.977420,92.264030,1.883530,4.669080,-0.534570,9.380250,-0.052490,0.571930,9.394050,-0.163590,0.573560,-0.029850
4,25,2162,134,146.211520,-24.601320,92.211190,1.883530,4.669080,-0.535610,9.403240,-0.049750,0.566590,9.416900,-0.172410,0.568090,-0.027860
4,25,2163,135,146.189760,-24.223900,92.165890,1.883530,4.669080,-0.536430,9.425670,-0.048130,0.561310,9.439210,-0.179820,0.562720,-0.026890
4,25,2164,136,146.168240,-23.845660,92.111030,1.883530,4.669080,-0.537170,9.447600,-0.047700,0.556400,9.460970,-0.188790,0.557780,-0.027170
4,25,2165,137,146.147690,-23.466720,92.108120,1.883530,4.669080,-0.538280,9.469080,-0.048250,0.552150,9.482480,-0.189590,0.553550,-0.027910
4,25,2166,138,146.127710,-23.086930,92.116600,1.883530,4.669080,-0.540050,9.490170,-0.049280,0.548780,9.503640,-0.189180,0.550230,-0.028980
4,25,2167,139,146.106250,-22.706740,92.137380,1.883530,4.669080,-0.541940,9.511060,-0.050430,0.546440,9.524660,-0.186840,0.547940,-0.030020
4,25,2168,140,146.084550,-22.326240,92.160150,1.883530,4.669080,-0.543870,9.532010,-0.051670,0.545090,9.545740,-0.184200,0.546650,-0.031090
4,25,2169,141,146.062840,-21.945160,92.184400,1.883530,4.669080,-0.545890,9.553160,-0.052970,0.544510,9.567030,-0.181370,0.546130,-0.032170
4,25,2170,142,146.040590,-21.563550,92.219520,1.883530,4.669080,-0.547820,9.574670,-0.054390,0.544400,9.588700,-0.176600,0.546100,-0.033260
4,25,2171,143,146.018760,-21.180410,92.256830,1.883530,4.669080,-0.549850,9.596290,-0.055970,0.544500,9.610490,-0.171540,0.546280,-0.034490
4,25,2172,144,145.997020,-20.795810,92.283620,1.883530,4.669080,-0.552070,9.617780,-0.057640,0.544830,9.632140,-0.168400,0.546690,-0.035890
4,25,2173,145,145.975050,-20.410450,92.295710,1.883530,4.669080,-0.554410,9.639200,-0.059300,0.545480,9.653680,-0.167850,0.547420,-0.037410
4,25,2174,146,145.952400,-20.024510,92.278250,1.883530,4.669080,-0.556650,9.660680,-0.061010,0.546490,9.675170,-0.172180,0.548480,-0.039240
4,25,2175,147,145.929190,-19.636780,92.238520,1.883530,4.669080,-0.558600,9.681850,-0.063030,0.548010,9.696280,-0.180010,0.550060,-0.041580
4,25,2176,148,145.908580,-19.249020,92.217660,1.883530,4.669080,-0.561350,9.703060,-0.065190,0.550240,9.717520,-0.185460,0.552350,-0.043850
4,25,2177,149,145.887920,-18.860690,92.195940,1.883530,4.669080,-0.564920,9.724450,-0.066750,0.553120,9.738960,-0.191890,0.555280,-0.045500
4,25,2178,150,145.866330,-18.470760,92.185520,1.883530,4.669080,-0.568980,9.745760,-0.067130,0.556730,9.760370,-0.196910,0.558880,-0.045850
4,25,2179,151,145.843140,-18.080450,92.179480,1.883530,4.669080,-0.572900,9.767200,-0.066200,0.561160,9.781920,-0.201040,0.563270,-0.044820
4,25,2180,152,145.819420,-17.689510,92.185160,1.883530,4.669080,-0.576480,9.788890,-0.064190,0.566380,9.803750,-0.202820,0.568420,-0.042550
4,25,2181,153,145.795570,-17.297000,92.195530,1.883530,4.669080,-0.579690,9.810590,-0.061390,0.572460,9.825600,-0.203420,0.574390,-0.039420
4,25,2182,154,145.771650,-16.905360,92.203070,1.883530,4.669080,-0.582510,9.833030,-0.058090,0.579250,9.848150,-0.204080,0.581050,-0.035780
4,25,2183,155,145.748120,-16.513110,92.223690,1.883530,4.669080,-0.585120,9.856360,-0.054460,0.586180,9.871640,-0.202250,0.587850,-0.031680
4,25,2184,156,145.724180,-16.119820,92.248850,1.883530,4.669080,-0.587400,9.880530,-0.050640,0.592680,9.895970,-0.199240,0.594210,-0.027340
4,25,2185,157,145.700150,-15.725370,92.274810,1.883530,4.669080,-0.589320,9.905470,-0.046820,0.598190,9.921050,-0.195680,0.599580,-0.023040
4,25,2186,158,145.675350,-15.329780,92.285520,1.883530,4.669080,-0.590620,9.931060,-0.043340,0.602260,9.946720,-0.194100,0.603510,-0.019280
4,25,2187,159,145.650460,-14.932340,92.307830,1.883530,4.669080,-0.591280,9.956940,-0.040680,0.604600,9.972670,-0.189850,0.605750,-0.016300
4,25,2188,160,145.629460,-14.533790,92.306650,1.883530,4.669080,-0.592920,9.982990,-0.038550,0.605120,9.998760,-0.190640,0.606180,-0.014160
4,25,2189,161,145.606250,-14.134100,92.286200,1.883530,4.669080,-0.594680,10.009110,-0.036310,0.603740,10.024860,-0.194930,0.604710,-0.012190
4,25,2190,162,145.582390,-13.731980,92.264610,1.883530,4.669080,-0.596330,10.034660,-0.033860,0.600700,10.050390,-0.199350,0.601570,-0.010090
4,25,2191,163,145.558220,-13.328910,92.229230,1.883530,4.669080,-0.597770,10.059610,-0.031260,0.596510,10.075250,-0.206020,0.597270,-0.008040
4,25,2192,164,145.534370,-12.924950,92.189560,1.883530,4.669080,-0.599140,10.083960,-0.028570,0.591610,10.099480,-0.213440,0.592270,-0.005940
4,25,2193,165,145.510010,-12.519870,92.143310,1.883530,4.669080,-0.600260,10.107600,-0.025820,0.586470,10.122980,-0.221820,0.587030,-0.003870
4,25,2194,166,145.485190,-12.114330,92.095260,1.883530,4.669080,-0.600940,10.130740,-0.023270,0.581510,10.145940,-0.230150,0.581970,-0.001990
4,25,2195,167,145.459690,-11.708060,92.050170,1.883530,4.669080,-0.600950,10.153450,-0.021350,0.576980,10.168450,-0.237330,0.577370,-0.000690
4,25,2196,168,145.434620,-11.301360,92.016130,1.883530,4.669080,-0.600480,10.175940,-0.020550,0.573020,10.190760,-0.242110,0.573390,-0.000370
4,25,2197,169,145.412200,-10.893790,91.984180,1.883530,4.669080,-0.600620,10.198230,-0.020750,0.569680,10.212910,-0.247160,0.570050,-0.001010
4,25,2198,170,145.389410,-10.485030,91.974920,1.883530,4.669080,-0.601270,10.220250,-0.021390,0.567030,10.234900,-0.248700,0.567430,-0.001830
4,25,2199,171,145.365940,-10.075780,91.975530,1.883530,4.669080,-0.602180,10.242160,-0.022080,0.565140,10.256840,-0.248750,0.565570,-0.002590
4,25,2200,172,145.342320,-9.665510,91.978280,1.883530,4.669080,-0.603320,10.263950,-0.022620,0.564050,10.278660,-0.248640,0.564500,-0.003140
4,25,2201,173,145.318220,-9.255410,91.979660,1.883530,4.669080,-0.604500,10.286060,-0.022900,0.563600,10.300800,-0.248810,0.564050,-0.003420
4,25,2202,174,145.293690,-8.844090,91.978750,1.883530,4.669080,-0.605560,10.308380,-0.022970,0.563490,10.323140,-0.249260,0.563940,-0.003500
