case_id,method,frame,speed_mps,accel_mps2
inD_02_track12_frame409,GAN-TL,28,13.40768385,-5.90407308
inD_02_track12_frame409,GAN-TL,29,13.17222846,-5.87156801
inD_02_track12_frame409,GAN-TL,30,12.93802560,-5.84083469
inD_02_track12_frame409,GAN-TL,31,12.70497550,-5.81518571
inD_02_track12_frame409,GAN-TL,32,12.47296628,-5.79325841
inD_02_track12_frame409,GAN-TL,33,12.24178459,-5.76844507
inD_02_track12_frame409,GAN-TL,34,12.01122243,-5.73566350
inD_02_track12_frame409,GAN-TL,35,11.78259237,-5.69201468
inD_02_track12_frame409,GAN-TL,36,11.55597226,-5.63827175
inD_02_track12_frame409,GAN-TL,37,11.33162206,-5.55763444
inD_02_track12_frame409,GAN-TL,38,11.10959223,-5.52324971
inD_02_track12_frame409,GAN-TL,39,10.89005629,-5.59386934
inD_02_track12_frame409,GAN-TL,40,10.67306072,-5.64245822
inD_02_track12_frame409,GAN-TL,41,10.44005063,-5.40853205
inD_02_track12_frame409,GAN-TL,42,10.22216190,-4.82408923
inD_02_track12_frame409,GAN-TL,43,10.04137832,-4.08204285
inD_02_track12_frame409,GAN-TL,44,9.91053890,-3.46872695
inD_02_track12_frame409,FD-Align,1,18.73837294,-1.97174043
inD_02_track12_frame409,FD-Align,2,18.66416327,-2.36134591
inD_02_track12_frame409,FD-Align,3,18.55877797,-2.86609911
inD_02_track12_frame409,FD-Align,4,18.42796554,-3.31958385
inD_02_track12_frame409,FD-Align,5,18.28302312,-3.58863022
inD_02_track12_frame409,FD-Align,6,18.14122061,-3.68983413
inD_02_track12_frame409,FD-Align,7,17.99347782,-3.76161616
inD_02_track12_frame409,FD-Align,8,17.84041003,-3.87608021
inD_02_track12_frame409,FD-Align,9,17.68250200,-4.00733655
inD_02_track12_frame409,FD-Align,10,17.51989733,-4.12163201
inD_02_track12_frame409,FD-Align,11,17.35272756,-4.23387392
inD_02_track12_frame409,FD-Align,12,17.18118481,-4.34577893
inD_02_track12_frame409,FD-Align,13,17.00510568,-4.45948214
inD_02_track12_frame409,FD-Align,14,16.82438352,-4.57841787
inD_02_track12_frame409,FD-Align,15,16.63888182,-4.70485294
inD_02_track12_frame409,FD-Align,16,16.44813505,-4.83960436
inD_02_track12_frame409,FD-Align,17,16.25183803,-4.97981376
inD_02_track12_frame409,FD-Align,18,16.04978729,-5.11937634
inD_02_track12_frame409,FD-Align,19,15.84214022,-5.25255721
inD_02_track12_frame409,FD-Align,20,15.62953179,-5.37430069
inD_02_track12_frame409,FD-Align,21,15.41220972,-5.48228830
inD_02_track12_frame409,FD-Align,22,15.19084283,-5.57676508
inD_02_track12_frame409,FD-Align,23,14.96606732,-5.65719052
inD_02_track12_frame409,FD-Align,24,14.73825275,-5.72492464
inD_02_track12_frame409,FD-Align,25,14.50798889,-5.78319020
inD_02_track12_frame409,FD-Align,26,14.27564201,-5.83464579
inD_02_track12_frame409,FD-Align,27,14.04128209,-5.88238999
inD_02_track12_frame409,FD-Align,28,13.80511686,-5.92771194
inD_02_track12_frame409,FD-Align,29,13.56713810,-5.96887614
inD_02_track12_frame409,FD-Align,30,13.32759430,-6.00315630
inD_02_track12_frame409,FD-Align,31,13.08683379,-6.02764154
inD_02_track12_frame409,FD-Align,32,12.84531933,-6.04096683
inD_02_track12_frame409,FD-Align,33,12.60352252,-6.04362210
inD_02_track12_frame409,FD-Align,34,12.36185520,-6.03666015
inD_02_track12_frame409,FD-Align,35,12.12059622,-6.02149828
inD_02_track12_frame409,FD-Align,36,11.88013724,-5.99871783
inD_02_track12_frame409,FD-Align,37,11.64071654,-5.94417345
inD_02_track12_frame409,FD-Align,38,11.40263199,-5.93543723
inD_02_track12_frame409,FD-Align,39,11.16620150,-6.03811189
inD_02_track12_frame409,FD-Align,40,10.93160857,-6.11327122
inD_02_track12_frame409,FD-Align,41,10.67866889,-5.87647408
inD_02_track12_frame409,FD-Align,42,10.44158674,-5.25230526
inD_02_track12_frame409,FD-Align,43,10.24454703,-4.45060766
inD_02_track12_frame409,FD-Align,44,10.10178458,-3.78481161
inD_02_track12_frame409,GT-MMD,1,18.76231450,-1.76122043
inD_02_track12_frame409,GT-MMD,2,18.69598742,-2.09865467
inD_02_track12_frame409,GT-MMD,3,18.60255050,-2.52768297
inD_02_track12_frame409,GT-MMD,4,18.48751129,-2.89992643
inD_02_track12_frame409,GT-MMD,5,18.36139041,-3.10193071
inD_02_track12_frame409,GT-MMD,6,18.23974916,-3.15509293
inD_02_track12_frame409,GT-MMD,7,18.11423512,-3.18548941
inD_02_track12_frame409,GT-MMD,8,17.98518750,-3.25446316
inD_02_track12_frame409,GT-MMD,9,17.85295064,-3.33412698
inD_02_track12_frame409,GT-MMD,10,17.71825994,-3.39178277
inD_02_track12_frame409,GT-MMD,11,17.58160214,-3.44249929
inD_02_track12_frame409,GT-MMD,12,17.44305208,-3.48784282
inD_02_track12_frame409,GT-MMD,13,17.30262443,-3.52823379
inD_02_track12_frame409,GT-MMD,14,17.16019200,-3.57225130
inD_02_track12_frame409,GT-MMD,15,17.01672073,-3.63211903
inD_02_track12_frame409,GT-MMD,16,16.87040342,-3.71806324
inD_02_track12_frame409,GT-MMD,17,16.71963642,-3.83459662
inD_02_track12_frame409,GT-MMD,18,16.56360038,-3.97235955
inD_02_track12_frame409,GT-MMD,19,16.40187535,-4.11446606
inD_02_track12_frame409,GT-MMD,20,16.23456648,-4.24224506
inD_02_track12_frame409,GT-MMD,21,16.06225973,-4.34117518
inD_02_track12_frame409,GT-MMD,22,15.88641266,-4.41082337
inD_02_track12_frame409,GT-MMD,23,15.70931154,-4.45666326
inD_02_track12_frame409,GT-MMD,24,15.53041983,-4.49120949
inD_02_track12_frame409,GT-MMD,25,15.34988986,-4.52897475
inD_02_track12_frame409,GT-MMD,26,15.16823080,-4.57121571
inD_02_track12_frame409,GT-MMD,27,14.98450382,-4.61476299
inD_02_track12_frame409,GT-MMD,28,14.79897779,-4.65812221
inD_02_track12_frame409,GT-MMD,29,14.61183728,-4.69367761
inD_02_track12_frame409,GT-MMD,30,14.42348220,-4.71485423
inD_02_track12_frame409,GT-MMD,31,14.23458966,-4.71624669
inD_02_track12_frame409,GT-MMD,32,14.04596472,-4.69691868
inD_02_track12_frame409,GT-MMD,33,13.85853212,-4.66266885
inD_02_track12_frame409,GT-MMD,34,13.67320330,-4.61910804
inD_02_track12_frame409,GT-MMD,35,13.48923371,-4.57214928
inD_02_track12_frame409,GT-MMD,36,13.30725342,-4.52563786
inD_02_track12_frame409,GT-MMD,37,13.12718928,-4.46073647
inD_02_track12_frame409,GT-MMD,38,12.94899036,-4.43753755
inD_02_track12_frame409,GT-MMD,39,12.77246241,-4.50820885
inD_02_track12_frame409,GT-MMD,40,12.59745535,-4.56672073
inD_02_track12_frame409,GT-MMD,41,12.40831752,-4.39695517
inD_02_track12_frame409,GT-MMD,42,12.23071455,-3.93830936
inD_02_track12_frame409,GT-MMD,43,12.08276379,-3.34424434
inD_02_track12_frame409,GT-MMD,44,11.97526759,-2.84866363
inD_02_track12_frame409,Localized,1,18.85805518,-0.93814218
inD_02_track12_frame409,Localized,2,18.82267786,-1.10580087
inD_02_track12_frame409,Localized,3,18.77367817,-1.30992640
inD_02_track12_frame409,Localized,4,18.71446675,-1.47219796
inD_02_track12_frame409,Localized,5,18.65098744,-1.53830710
inD_02_track12_frame409,Localized,6,18.59170927,-1.52519427
inD_02_track12_frame409,Localized,7,18.53186996,-1.50348171
inD_02_track12_frame409,Localized,8,18.47154516,-1.50829117
inD_02_track12_frame409,Localized,9,18.41078634,-1.52417557
inD_02_track12_frame409,Localized,10,18.34958200,-1.53241698
inD_02_track12_frame409,Localized,11,18.28814306,-1.53898384
inD_02_track12_frame409,Localized,12,18.22648842,-1.54407738
inD_02_track12_frame409,Localized,13,18.16462969,-1.54884867
inD_02_track12_frame409,Localized,14,18.10256562,-1.55437823
inD_02_track12_frame409,Localized,15,18.04033335,-1.56046898
inD_02_track12_frame409,Localized,16,17.97779843,-1.56580013
inD_02_track12_frame409,Localized,17,17.91505944,-1.56788239
inD_02_track12_frame409,Localized,18,17.85228163,-1.56451196
inD_02_track12_frame409,Localized,19,17.78981138,-1.55532817
inD_02_track12_frame409,Localized,20,17.72784926,-1.54185298
inD_02_track12_frame409,Localized,21,17.66645489,-1.52744929
inD_02_track12_frame409,Localized,22,17.60564520,-1.51561301
inD_02_track12_frame409,Localized,23,17.54529627,-1.50819469
inD_02_track12_frame409,Localized,24,17.48505150,-1.50587329
inD_02_track12_frame409,Localized,25,17.42480309,-1.50803420
inD_02_track12_frame409,Localized,26,17.36437585,-1.51357494
inD_02_track12_frame409,Localized,27,17.30369018,-1.52273633
inD_02_track12_frame409,Localized,28,17.24257195,-1.53631794
inD_02_track12_frame409,Localized,29,17.18081807,-1.55492915
inD_02_track12_frame409,Localized,30,17.11818685,-1.57870483
inD_02_track12_frame409,Localized,31,17.05454996,-1.60664588
inD_02_track12_frame409,Localized,32,16.98967867,-1.63708738
inD_02_track12_frame409,Localized,33,16.92356671,-1.66809453
inD_02_track12_frame409,Localized,34,16.85619336,-1.69795615
inD_02_track12_frame409,Localized,35,16.78768304,-1.72630189
inD_02_track12_frame409,Localized,36,16.71808236,-1.75405134
inD_02_track12_frame409,Localized,37,16.64742244,-1.77374854
inD_02_track12_frame409,Localized,38,16.57562612,-1.80949581
inD_02_track12_frame409,Localized,39,16.50276563,-1.88013638
inD_02_track12_frame409,Localized,40,16.42909003,-1.93694102
inD_02_track12_frame409,Localized,41,16.34827838,-1.88446825
inD_02_track12_frame409,Localized,42,16.27177994,-1.69743745
inD_02_track12_frame409,Localized,43,16.20789555,-1.44495378
inD_02_track12_frame409,Localized,44,16.16146322,-1.23127007
inD_18_track94_frame5270,GT,1,10.21252607,-1.31758908
inD_18_track94_frame5270,GT,2,10.16340935,-1.58809498
inD_18_track94_frame5270,GT,3,10.09207709,-1.91758581
inD_18_track94_frame5270,GT,4,10.00295554,-2.20146720
inD_18_track94_frame5270,GT,5,9.90919010,-2.36004559
inD_18_track94_frame5270,GT,6,9.81587491,-2.42878832
inD_18_track94_frame5270,GT,7,9.71862827,-2.52728936
inD_18_track94_frame5270,GT,8,9.61411683,-2.69339493
inD_18_track94_frame5270,GT,9,9.50306908,-2.88485467
inD_18_track94_frame5270,GT,10,9.38360102,-3.04745617
inD_18_track94_frame5270,GT,11,9.25796813,-3.17697551
inD_18_track94_frame5270,GT,12,9.12836039,-3.28043799
inD_18_track94_frame5270,GT,13,8.99752404,-3.34861997
inD_18_track94_frame5270,GT,14,8.86085406,-3.38350064
inD_18_track94_frame5270,GT,15,8.72473210,-3.38295060
inD_18_track94_frame5270,GT,16,8.59030325,-3.33332333
inD_18_track94_frame5270,GT,17,8.45800645,-3.26318664
inD_18_track94_frame5270,GT,18,8.32798663,-3.24920042
inD_18_track94_frame5270,GT,19,8.19991402,-3.32465123
inD_18_track94_frame5270,GT,20,8.06701592,-3.46220298
inD_18_track94_frame5270,GT,21,7.92393802,-3.44324597
inD_18_track94_frame5270,GT,22,7.77965711,-3.30652457
inD_18_track94_frame5270,GT,23,7.64325478,-3.40864629
inD_18_track94_frame5270,GT,24,7.53115618,-3.91253630
inD_18_track94_frame5270,GT,25,7.35373282,-4.79576910
inD_18_track94_frame5270,GT,26,7.13139001,-5.81343290
inD_18_track94_frame5270,GT,27,6.88191536,-6.41995094
inD_18_track94_frame5270,GT,28,6.61840009,-6.35543608
inD_18_track94_frame5270,GT,29,6.36560851,-5.65969339
inD_18_track94_frame5270,GT,30,6.15181208,-4.65444631
inD_18_track94_frame5270,GT,31,5.98852036,-3.90998569
inD_18_track94_frame5270,GT,32,5.87097837,-3.65465356
inD_18_track94_frame5270,GT,33,5.71050179,-3.85697476
inD_18_track94_frame5270,GT,34,5.54014137,-4.25262957
inD_18_track94_frame5270,GT,35,5.36682095,-4.44117925
inD_18_track94_frame5270,GT,36,5.18740778,-4.42464005
inD_18_track94_frame5270,GT,37,5.01038922,-4.41768484
inD_18_track94_frame5270,GT,38,4.83518016,-4.42114491
inD_18_track94_frame5270,GT,39,4.65949616,-4.46874130
inD_18_track94_frame5270,GT,40,4.47845927,-4.54706709
inD_18_track94_frame5270,GT,41,4.29507951,-4.59212921
inD_18_track94_frame5270,GT,42,4.10871080,-4.57827856
inD_18_track94_frame5270,GT,43,3.92783756,-4.52540427
inD_18_track94_frame5270,GT,44,3.74840588,-4.46253302
inD_18_track94_frame5270,GT,45,3.57148497,-4.42335846
inD_18_track94_frame5270,GT,46,3.39421986,-4.41479518
inD_18_track94_frame5270,GT,47,3.21948860,-4.38927688
inD_18_track94_frame5270,GT,48,3.04293172,-4.32519778
inD_18_track94_frame5270,GT,49,2.87026417,-4.24246412
inD_18_track94_frame5270,GT,50,2.70488933,-4.14499320
inD_18_track94_frame5270,GT,51,2.54209585,-4.02688717
inD_18_track94_frame5270,GT,52,2.38171734,-3.87510570
inD_18_track94_frame5270,GT,53,2.23074525,-3.63046552
inD_18_track94_frame5270,GT,54,2.09170496,-3.23883342
inD_18_track94_frame5270,GT,55,1.97081404,-2.68442283
inD_18_track94_frame5270,GT,56,1.87340663,-2.00088212
inD_18_track94_frame5270,GT,57,1.80747915,-1.31989697
inD_18_track94_frame5270,GT,58,1.77047910,-0.80338686
inD_18_track94_frame5270,GT,59,1.75049261,-0.52598441
inD_18_track94_frame5270,Ours,1,10.27592721,-1.67555579
inD_18_track94_frame5270,Ours,2,10.21276083,-1.98328125
inD_18_track94_frame5270,Ours,3,10.12470311,-2.36568667
inD_18_track94_frame5270,Ours,4,10.01743271,-2.68461887
inD_18_track94_frame5270,Ours,5,9.90117618,-2.84166986
inD_18_track94_frame5270,Ours,6,9.79066521,-2.86506992
inD_18_track94_frame5270,Ours,7,9.67713387,-2.87879028
inD_18_track94_frame5270,Ours,8,9.56054710,-2.94364082
inD_18_track94_frame5270,Ours,9,9.44079732,-3.03235903
inD_18_track94_frame5270,Ours,10,9.31793379,-3.11187274
inD_18_track94_frame5270,Ours,11,9.19188687,-3.19225826
inD_18_track94_frame5270,Ours,12,9.06255825,-3.27349718
inD_18_track94_frame5270,Ours,13,8.92998274,-3.35528366
inD_18_track94_frame5270,Ours,14,8.79413532,-3.43707956
inD_18_track94_frame5270,Ours,15,8.65500373,-3.51958025
inD_18_track94_frame5270,Ours,16,8.51259219,-3.60254740
inD_18_track94_frame5270,Ours,17,8.36684473,-3.68525356
inD_18_track94_frame5270,Ours,18,8.21769516,-3.76796513
inD_18_track94_frame5270,Ours,19,8.06540138,-3.85038699
inD_18_track94_frame5270,Ours,20,7.90974741,-3.93214124
inD_18_track94_frame5270,Ours,21,7.75081043,-4.01349739
inD_18_track94_frame5270,Ours,22,7.58867026,-4.09307096
inD_18_track94_frame5270,Ours,23,7.42341319,-4.16920763
inD_18_track94_frame5270,Ours,24,7.25516202,-4.23932311
inD_18_track94_frame5270,Ours,25,7.08427576,-4.29984413
inD_18_track94_frame5270,Ours,26,6.91105027,-4.34878135
inD_18_track94_frame5270,Ours,27,6.73633490,-4.38463501
inD_18_track94_frame5270,Ours,28,6.56031070,-4.40777085
inD_18_track94_frame5270,Ours,29,6.38360350,-4.42092623
inD_18_track94_frame5270,Ours,30,6.20664507,-4.42641099
inD_18_track94_frame5270,Ours,31,6.02956302,-4.42667611
inD_18_track94_frame5270,Ours,32,5.85253684,-4.42401011
inD_18_track94_frame5270,Ours,33,5.67566487,-4.41857305
inD_18_track94_frame5270,Ours,34,5.49905406,-4.41011181
inD_18_track94_frame5270,Ours,35,5.32288686,-4.39751896
inD_18_track94_frame5270,Ours,36,5.14724387,-4.38000595
inD_18_track94_frame5270,Ours,37,4.97243288,-4.35703737
inD_18_track94_frame5270,Ours,38,4.79871590,-4.32812283
inD_18_track94_frame5270,Ours,39,4.62619922,-4.29302720
inD_18_track94_frame5270,Ours,40,4.45528277,-4.25087513
inD_18_track94_frame5270,Ours,41,4.28611280,-4.20064792
inD_18_track94_frame5270,Ours,42,4.11920443,-4.14159831
inD_18_track94_frame5270,Ours,43,3.95482398,-4.07280960
inD_18_track94_frame5270,Ours,44,3.79334689,-3.99411979
inD_18_track94_frame5270,Ours,45,3.63526596,-3.90537860
inD_18_track94_frame5270,Ours,46,3.48093743,-3.80634648
inD_18_track94_frame5270,Ours,47,3.33073885,-3.69776542
inD_18_track94_frame5270,Ours,48,3.18509847,-3.58018022
inD_18_track94_frame5270,Ours,49,3.04431248,-3.45465714
inD_18_track94_frame5270,Ours,50,2.90872031,-3.32254591
inD_18_track94_frame5270,Ours,51,2.77851520,-3.18536887
inD_18_track94_frame5270,Ours,52,2.65385090,-3.03634138
inD_18_track94_frame5270,Ours,53,2.53489723,-2.90648068
inD_18_track94_frame5270,Ours,54,2.42152871,-2.82094511
inD_18_track94_frame5270,Ours,55,2.31369421,-2.72806706
inD_18_track94_frame5270,Ours,56,2.20369546,-2.52052658
inD_18_track94_frame5270,Ours,57,2.10429064,-2.17988415
inD_18_track94_frame5270,Ours,58,2.02394959,-1.80134925
inD_18_track94_frame5270,Ours,59,1.96714674,-1.50819870
inD_18_track94_frame5270,GAN-TL,1,10.27782808,-1.66917673
inD_18_track94_frame5270,GAN-TL,2,10.21491636,-1.97749665
inD_18_track94_frame5270,GAN-TL,3,10.12707167,-2.36152017
inD_18_track94_frame5270,GAN-TL,4,10.01993944,-2.68329101
inD_18_track94_frame5270,GAN-TL,5,9.90368151,-2.84390099
inD_18_track94_frame5270,GAN-TL,6,9.79299118,-2.87057088
inD_18_track94_frame5270,GAN-TL,7,9.67916542,-2.88643073
inD_18_track94_frame5270,GAN-TL,8,9.56222922,-2.95230644
inD_18_track94_frame5270,GAN-TL,9,9.44215268,-3.04118618
inD_18_track94_frame5270,GAN-TL,10,9.31894437,-3.12020049
inD_18_track94_frame5270,GAN-TL,11,9.19254165,-3.19971959
inD_18_track94_frame5270,GAN-TL,12,9.06295435,-3.27974386
inD_18_track94_frame5270,GAN-TL,13,8.93015789,-3.36042422
inD_18_track94_frame5270,GAN-TL,14,8.79412674,-3.44175649
inD_18_track94_frame5270,GAN-TL,15,8.65481692,-3.52433721
inD_18_track94_frame5270,GAN-TL,16,8.51217237,-3.60848830
inD_18_track94_frame5270,GAN-TL,17,8.36619687,-3.69341141
inD_18_track94_frame5270,GAN-TL,18,8.21669279,-3.77842298
inD_18_track94_frame5270,GAN-TL,19,8.06383976,-3.86350134
inD_18_track94_frame5270,GAN-TL,20,7.90763143,-3.94874331
inD_18_track94_frame5270,GAN-TL,21,7.74801271,-4.03432686
inD_18_track94_frame5270,GAN-TL,22,7.58491776,-4.11972128
inD_18_track94_frame5270,GAN-TL,23,7.41841677,-4.20324901
inD_18_track94_frame5270,GAN-TL,24,7.24869236,-4.28197979
inD_18_track94_frame5270,GAN-TL,25,7.07591147,-4.35218829
inD_18_track94_frame5270,GAN-TL,26,6.90041806,-4.41131567
inD_18_track94_frame5270,GAN-TL,27,6.72289311,-4.45801705
inD_18_track94_frame5270,GAN-TL,28,6.54380568,-4.49227880
inD_18_track94_frame5270,GAN-TL,29,6.36353954,-4.51535113
inD_18_track94_frame5270,GAN-TL,30,6.18252365,-4.52870377
inD_18_track94_frame5270,GAN-TL,31,6.00118557,-4.53416266
inD_18_track94_frame5270,GAN-TL,32,5.81983293,-4.53414186
inD_18_track94_frame5270,GAN-TL,33,5.63853451,-4.53069428
inD_18_track94_frame5270,GAN-TL,34,5.45739240,-4.52483746
inD_18_track94_frame5270,GAN-TL,35,5.27656825,-4.51547850
inD_18_track94_frame5270,GAN-TL,36,5.09620077,-4.50044646
inD_18_track94_frame5270,GAN-TL,37,4.91648806,-4.47814558
inD_18_track94_frame5270,GAN-TL,38,4.73787967,-4.44742172
inD_18_track94_frame5270,GAN-TL,39,4.56068854,-4.40836355
inD_18_track94_frame5270,GAN-TL,40,4.38522768,-4.36189456
inD_18_track94_frame5270,GAN-TL,41,4.21176867,-4.30855817
inD_18_track94_frame5270,GAN-TL,42,4.04053589,-4.24828615
inD_18_track94_frame5270,GAN-TL,43,3.87191480,-4.18036453
inD_18_track94_frame5270,GAN-TL,44,3.70611746,-4.10403663
inD_18_track94_frame5270,GAN-TL,45,3.54355505,-4.01910955
inD_18_track94_frame5270,GAN-TL,46,3.38459116,-3.92512802
inD_18_track94_frame5270,GAN-TL,47,3.22954862,-3.82221583
inD_18_track94_frame5270,GAN-TL,48,3.07878996,-3.71078427
inD_18_track94_frame5270,GAN-TL,49,2.93268450,-3.59120767
